identifier	gene_name	chromosome	status	n_obs	molecular_weight	gravy	pI	description
AT3G17430.1	PT317	3	canonical	9	41.701063800000036	0.6618666666666679	9.07722911834717	Nucleotide-sugar transporter family protein
AT3G17440.1	NPS13	3	canonical	30	30.41354590000001	-0.5479553903345722	6.860091209411621	Putative plant snare 13
AT3G17450.1	Q0WQA4	3	canonical	29	100.52456060000061	-0.6353477765108306	6.171657371520996	hAT dimerization domain-containing protein
AT3G17460.1	Q9LRN9	3	canonical	11	21.6437287	-0.31313131313131315	9.096569633483888	PHD finger family protein
AT3G17465.1	RK3B	3	canonical	53	35.40356200000001	-0.24660493827160496	9.744799232482908	ribosomal protein L3 plastid
AT3G17470.1	CRSH	3	canonical	12	66.5775004000002	-0.36312178387650085	5.991705131530761	Ca2+-activated RelA/spot-like protein
AT3G17510.1	CIPK1	3	canonical	3	49.9326125000001	-0.3592342342342348	6.408107566833496	CBL-interacting protein kinase 1
AT3G17520.1	F4J573	3	canonical	91	32.55861520000007	-1.0469798657718117	5.281558799743652	Late embryogenesis abundant protein (LEA) family protein
AT3G17590.1	BSH	3	canonical	25	27.28870830000001	-0.4520833333333336	5.776114845275878	transcription regulatory protein SNF5%2C putative (BSH)
AT3G17609.1	HYH	3	canonical	5	15.25069539999999	-1.2933333333333326	10.056761741638184	HY5-homolog
AT3G17611.1	RBL14	3	canonical	6	37.14980400000003	0.09850299401197571	9.757112693786617	RHOMBOID-like protein 14
AT3G17630.1	CHX19	3	canonical	46	86.91422940000031	0.3696250000000021	8.760624885559082	cation/H+ exchanger 19
AT3G17640.1	Q9LUN3	3	canonical	5	42.91960010000003	0.1368686868686866	6.432718849182128	Leucine-rich repeat (LRR) family protein
AT3G17650.1	YSL5	3	canonical	13	78.85189680000042	0.3484593837535015	8.491533851623537	YELLOW STRIPE like 5
AT3G17660.1	AGD15	3	canonical	15	26.209507000000023	-0.6012931034482756	9.190177726745606	ARF-GAP domain 15
AT3G17668.1	Q9LUN0	3	canonical	5	14.752934299999987	-0.488148148148148	9.085223197937015	DnaJ/Hsp40 cysteine-rich domain superfamily protein
AT3G17670.1	Q9LUM9	3	canonical	4	25.416955299999998	-0.02499999999999995	8.02091464996338	tetratricopeptide repeat (TPR)-containing protein
AT3G17675.1	Q9LUM8	3	canonical	2	14.460087699999985	-0.06821705426356586	5.100299263000487	Cupredoxin superfamily protein
AT3G17700.1	CNG20	3	canonical	12	86.94933830000036	-0.10628272251308912	9.558550071716308	cyclic nucleotide-binding transporter 1
AT3G17710.1	FB157	3	canonical	11	43.42092740000003	-0.17771739130434808	7.404495048522949	F-box and associated interaction domains-containing protein
AT3G17740.1	Q9LSH4	3	canonical	48	130.0735541000009	-0.47502175805047714	5.011800956726074	hypothetical protein
AT3G17750.1	Q8RX85	3	canonical	72	127.23749470000081	-0.607469244288226	4.828040504455566	Protein kinase superfamily protein
AT3G17760.1	DCE5	3	canonical	128	55.76934880000006	-0.14514170040485858	5.4243383407592765	glutamate decarboxylase 5
AT3G17770.1	Q494P3	3	canonical	60	61.920027300000164	0.0803361344537813	5.029762077331543	Dihydroxyacetone kinase
AT3G17790.1	PPA17	3	canonical	26	38.29664290000008	-0.2576923076923079	5.605484199523925	purple acid phosphatase 17
AT3G17800.1	UVB31	3	canonical	26	46.06654860000011	-0.312351543942993	9.199654579162598	alanine-tRNA ligase%2C putative (DUF760)
AT3G17810.1	DPYD	3	canonical	88	46.84611150000007	-0.27582159624413166	6.3707075119018555	pyrimidine 1
AT3G17820.1	GLN13	3	canonical	184	38.594106899999986	-0.40819209039548054	5.720128440856934	glutamine synthetase 1.3
AT3G17830.1	Q058J9	3	canonical	21	57.25851320000004	-0.5756286266924562	9.498981285095216	Molecular chaperone Hsp40/DnaJ family protein
AT3G17840.1	RLK90	3	canonical	72	70.40484290000013	-0.06584234930448235	6.150172233581542	receptor-like kinase 902
AT3G17850.1	IREH1	3	canonical	112	143.7906772000006	-0.5912808641975329	5.53648166656494	Protein kinase superfamily protein
AT3G17860.1	TIF6B	3	canonical	10	37.74591340000003	-0.45681818181818185	9.314343833923338	jasmonate-zim-domain protein 3
AT3G17880.1	TDX	3	canonical	37	42.84568840000009	-0.7126315789473678	5.502491950988768	tetraticopeptide domain-containing thioredoxin
AT3G17900.1	Q9ASZ4	3	canonical	63	91.5798115000006	-0.48031026252983217	5.5409151077270495	heat-inducible transcription repressor
AT3G17910.1	SURF1	3	canonical	20	39.92099010000005	-0.4598870056497177	9.786445808410644	Surfeit locus 1 cytochrome c oxidase biogenesis protein
AT3G17920.1	F4J6G5	3	canonical	22	114.65828040000099	-0.4146534653465336	5.687332344055175	Outer arm dynein light chain 1 protein
AT3G17930.1	Q94BY7	3	canonical	20	20.912659499999997	-0.21736842105263157	6.637111854553223	transmembrane protein
AT3G17940.1	Q9LVH6	3	canonical	99	37.19631820000002	-0.398826979472141	5.8844499588012695	Galactose mutarotase-like superfamily protein
AT3G17950.1	Y3795	3	canonical	7	22.90097039999997	-0.6350710900473936	6.307559394836426	transmembrane protein
AT3G17970.1	OE64C	3	canonical	69	64.02462110000018	-0.13718166383701202	8.617634010314944	translocon at the outer membrane of chloroplasts 64-III
AT3G17980.1	CAR4	3	canonical	8	19.899774200000003	-0.22824858757062141	5.749855232238769	Calcium-dependent lipid-binding (CaLB domain) family protein
AT3G18000.1	PEAM1	3	canonical	86	56.10201100000008	-0.4419551934826888	5.391883277893067	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT3G18020.1	PP240	3	canonical	25	77.97320740000035	-0.13502906976744228	6.911530494689941	Pentatricopeptide repeat (PPR) superfamily protein
AT3G18030.1	HAL3A	3	canonical	15	23.354603299999997	-0.11770334928229648	6.206101799011231	HAL3-like protein A
AT3G18035.1	Q9LSK7	3	canonical	88	51.52387310000005	-0.6658333333333332	9.945102500915528	winged-helix DNA-binding transcription factor family protein
AT3G18040.1	A0A1I9LRW2	3	canonical	54	58.393868300000086	-0.5270588235294118	8.536468315124512	MAP kinase 9
AT3G18050.1	Q9LV36	3	canonical	8	36.53736440000007	-0.15373134328358212	7.522265434265138	GPI-anchored protein
AT3G18060.1	AIP12	3	canonical	106	66.0407194000002	-0.14909688013136324	5.6070756912231445	transducin family protein / WD-40 repeat family protein
AT3G18070.1	BGL43	3	canonical	39	57.24300690000001	-0.41976047904191627	6.772559165954591	beta glucosidase 43
AT3G18080.1	BGL44	3	canonical	110	58.982755600000004	-0.48281250000000037	9.440895271301269	B-S glucosidase 44
AT3G18100.1	Q9LV31	3	canonical	3	96.08327060000047	-0.9402597402597392	5.673747825622559	myb domain protein 4r1
AT3G18110.1	PP241	3	canonical	57	162.3354736000005	-0.21805555555555464	6.908233833312988	Pentatricopeptide repeat (PPR) superfamily protein
AT3G18130.1	GPLPC	3	canonical	119	35.82711120000004	-0.17484662576687093	6.659961128234864	receptor for activated C kinase 1C
AT3G18140.1	LST81	3	canonical	23	34.30960770000008	-0.28786885245901683	6.489103126525879	Transducin/WD40 repeat-like superfamily protein
AT3G18160.1	PEX31	3	canonical	12	40.679772900000074	-0.0860335195530727	6.02319393157959	peroxin 3-1
AT3G18165.1	SPF27	3	canonical	42	29.679372800000024	-0.8909090909090908	5.3182767868042	modifier of snc1%2C4
AT3G18170.1	Q9LV23	3	canonical	5	43.794745400000046	-0.2307291666666669	9.368239402770996	Glycosyltransferase family 61 protein
AT3G18190.1	TCPD	3	canonical	155	57.7745498	0.08470149253731352	7.575409889221191	TCP-1/cpn60 chaperonin family protein
AT3G18210.1	CP2	3	canonical	17	45.17864990000006	-0.5583756345177664	6.787166786193848	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT3G18215.1	Q9LV18	3	canonical	7	27.640044400000015	0.41393442622950805	9.020045661926268	transmembrane protein%2C putative (Protein of unknown function%2C DUF599)
AT3G18230.1	Q9LJQ7	3	canonical	38	70.99114080000031	-0.4966966966966962	5.1909006118774395	Octicosapeptide/Phox/Bem1p family protein
AT3G18240.1	Q9LJQ6	3	canonical	79	48.05239320000006	-0.8324582338902133	4.978834342956542	Ribosomal protein S24/S35
AT3G18260.1	RTNLI	3	canonical	6	25.880154600000022	0.2319999999999998	9.16516399383545	Reticulon family protein
AT3G18270.1		3	canonical	23	44.66096310000003	0.04243902439024396	5.906503486633301	cytochrome P450%2C family 77%2C subfamily A%2C polypeptide 5 pseudogene
AT3G18280.1	Q9LJQ3	3	canonical	25	10.274456699999986	0.43229166666666624	9.694513893127443	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT3G18290.1	BTS	3	canonical	48	141.46557920000083	-0.34999999999999903	5.801919746398925	zinc finger protein-like protein
AT3G18295.1	Q9LS61	3	canonical	9	24.247859099999996	-0.9324074074074076	9.642874717712402	DUF1639 family protein%2C putative (DUF1639)
AT3G18310.1	Q9LS59	3	canonical	20	98.38211220000066	-0.2119129438717066	6.399638557434082	TATA box-binding protein associated factor RNA polymerase I subunit C
AT3G18350.1	Q9LS55	3	canonical	14	78.22106220000029	-0.013583815028901863	9.019400978088381	heat-inducible transcription repressor (DUF639)
AT3G18370.1	Q93ZM0	3	canonical	33	91.13138190000053	-0.23226993865030648	6.741752433776856	C2 domain-containing protein
AT3G18380.1	SHH2	3	canonical	21	38.52044150000006	-0.40057471264367783	8.499270057678224	DNA-BINDING TRANSCRIPTION FACTOR 2
AT3G18390.1	Q9LS51	3	canonical	67	95.99549880000046	-0.6851415094339603	5.757016944885254	CRS1 / YhbY (CRM) domain-containing protein
AT3G18400.1	Q9LS50	3	canonical	3	35.74449710000006	-0.7885350318471338	6.117660331726074	NAC domain containing protein 58
AT3G18410.1	NDBAB	3	canonical	31	12.438089899999992	-0.9556603773584909	7.806105995178223	NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (Complex I subunit NDUFS6)
AT3G18420.1	SG1	3	canonical	31	35.63046760000001	-0.32594936708860783	5.242851448059081	Protein prenylyltransferase superfamily protein
AT3G18430.1	Q9LS47	3	canonical	12	20.031504999999985	-0.19657142857142845	4.605288505554199	Calcium-binding EF-hand family protein
AT3G18440.1	ALMT9	3	canonical	22	67.04538960000016	-0.054849498327759254	5.993637657165528	aluminum-activated malate transporter 9
AT3G18480.1	CASP	3	canonical	80	79.68266900000044	-0.9137880986937577	5.4632162094116214	CCAAT-displacement protein alternatively spliced product
AT3G18490.1	ASPG1	3	canonical	120	53.23314030000005	-0.053600000000000016	5.268428993225096	Eukaryotic aspartyl protease family protein
AT3G18500.1	A0A1I9LNC7	3	canonical	32	47.759303900000056	-0.4624413145539907	8.595585823059086	DNAse I-like superfamily protein
AT3G18510.1	Q8GXY3	3	canonical	6	7.8028944	-0.3582089552238805	5.002252006530762	ATP-dependent helicase/nuclease subunit
AT3G18520.1	HDA15	3	canonical	33	60.01939850000011	-0.1442028985507252	5.549554634094237	histone deacetylase 15
AT3G18524.1	MSH2	3	canonical	53	105.50210490000075	-0.29978655282817457	5.790040397644043	MUTS homolog 2
AT3G18535.1	F4J8S5	3	canonical	2	30.801479700000048	0.16996336996337033	6.448747444152831	tubulin-tyrosine ligase
AT3G18560.1	Q9LII3	3	canonical	6	21.8757816	-0.7815384615384617	9.632237434387207	hypothetical protein
AT3G18570.1	Q9LII2	3	canonical	12	18.134537199999983	0.3927710843373491	9.34387035369873	Oleosin family protein
AT3G18580.1	Q9LII1	3	canonical	15	24.213254699999997	-0.42027649769585274	9.293520545959474	Nucleic acid-binding%2C OB-fold-like protein
AT3G18590.1	Q9LII0	3	canonical	14	20.561213399999993	-0.12925531914893604	8.884855461120608	early nodulin-like protein 5
AT3G18600.1	RH51	3	canonical	68	63.81569880000019	-0.48169014084506984	9.299129295349118	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G18610.1	NUCL2	3	canonical	61	68.98589100000041	-1.278930817610063	5.026920127868652	nucleolin like 2
AT3G18620.1	ZDHC7	3	canonical	2	37.86279910000004	0.40231884057970996	8.801175498962404	DHHC-type zinc finger family protein
AT3G18630.1	UNG	3	canonical	17	36.28904170000005	-0.27939393939393975	9.156589698791507	uracil dna glycosylase
AT3G18640.1	C3H38	3	canonical	39	75.5804950000004	-1.1539940828402355	7.745131111145019	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT3G18660.1	GUX1	3	canonical	34	75.64222070000028	-0.43480916030534317	8.0284574508667	plant glycogenin-like starch initiation protein 1
AT3G18680.1	Q9LSA9	3	canonical	17	36.2627875	-0.057522123893805205	8.616280174255373	Amino acid kinase family protein
AT3G18690.1	MKS1	3	canonical	10	23.581278999999974	-0.3540540540540541	6.0598550796508786	MAP kinase substrate 1
AT3G18730.1	TONS	3	canonical	32	146.4807001000008	-0.41800152555301234	5.450086402893065	tetratricopeptide repeat (TPR)-containing protein
AT3G18740.1	RL303	3	canonical	67	12.279213099999984	-0.26607142857142857	9.7118558883667	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
AT3G18750.1	WNK6	3	canonical	30	64.86492160000022	-0.5375661375661372	5.054657554626464	with no lysine (K) kinase 6
AT3G18760.1	Q9LSA1	3	canonical	27	15.966312699999989	-0.4762589928057553	8.966730308532718	Translation elongation factor EF1B/ribosomal protein S6 family protein
AT3G18770.1	AT13B	3	canonical	21	69.45334850000042	-0.5555199999999998	9.087672996520997	Autophagy-related protein 13
AT3G18780.1	ACT2	3	canonical	314	41.23179610000006	-0.13261455525606503	5.441844749450683	actin 2
AT3G18790.1	Q9LS97	3	canonical	44	35.376576900000025	-1.138	6.414587211608887	pre-mRNA-splicing factor ISY1-like protein
AT3G18800.1	Q9LS96	3	canonical	2	22.87040279999999	0.07258883248730959	9.01321201324463	transmembrane protein
AT3G18810.1	PERK6	3	canonical	32	74.68614410000032	-0.928285714285713	5.734622383117675	Protein kinase superfamily protein
AT3G18820.1	RAG3F	3	canonical	36	23.101737200000006	-0.4116504854368932	4.984063529968262	RAB GTPase homolog G3F
AT3G18830.1	PLT5	3	canonical	23	58.102287200000134	0.3384044526901669	9.588979148864745	polyol/monosaccharide transporter 5
AT3G18840.2	PP242	3	canonical	3	76.41535940000041	-0.17787610619469052	5.53960781097412	LOW protein: PPR containing-like protein
AT3G18850.1	LPAT5	3	canonical	12	43.48946160000001	0.1175999999999998	9.119455909729005	lysophosphatidyl acyltransferase 5
AT3G18860.1	Q9LHN3	3	canonical	118	84.27344480000045	-0.22421052631578894	5.307477378845214	transducin family protein / WD-40 repeat family protein
AT3G18870.1	Q9LHN2	3	canonical	2	31.43116870000004	-0.25291970802919694	9.670725059509277	Mitochondrial transcription termination factor family protein
AT3G18890.1	TIC62	3	canonical	170	68.34076550000029	-0.3703588143525738	8.272857093811037	NAD(P)-binding Rossmann-fold superfamily protein
AT3G18900.1	F4J9X3	3	canonical	5	52.65281160000007	-0.46142241379310356	9.130737876892091	ternary complex factor MIP1 leucine-zipper protein
AT3G18910.1	FB161	3	canonical	3	44.61849710000004	-0.3484536082474229	8.772873878479004	EIN2 targeting protein2
AT3G18930.1	ATL65	3	canonical	6	46.66349660000017	-0.424817518248175	9.798179054260252	RING/U-box superfamily protein
AT3G18940.1	Q9LJ72	3	canonical	41	30.91271970000002	-0.1370106761565836	4.579085731506347	clast3-like protein
AT3G18980.1	FB162	3	canonical	6	47.885773100000044	-0.4990361445783135	5.75866527557373	EIN2 targeting protein1
AT3G18990.1	VRN1	3	canonical	33	39.27418290000001	-0.48504398826979456	9.172384452819824	AP2/B3-like transcriptional factor family protein
AT3G19000.1	Q9LJ66	3	canonical	31	40.658116600000014	-0.5892045454545454	5.370511817932129	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT3G19010.1	Q9LJ65	3	canonical	64	40.695595000000004	-0.6097421203438395	5.2660417556762695	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT3G19020.1	PLRX1	3	canonical	59	102.82145110000003	-0.8486401673640187	5.463273048400879	Leucine-rich repeat (LRR) family protein
AT3G19050.1	KN12D	3	canonical	73	315.0582627	-0.5902923132443206	5.132754325866698	phragmoplast orienting kinesin 2
AT3G19080.1	A0A178V7N9	3	canonical	38	52.24495370000006	-0.913419913419912	5.069435691833495	SWIB complex BAF60b domain-containing protein
AT3G19090.1	LRP6C	3	canonical	27	48.95815830000004	-0.5771428571428571	9.023269081115721	RNA-binding protein
AT3G19100.1	CAMK2	3	canonical	33	67.2062412000002	-0.33956594323873046	9.057243919372556	Protein kinase superfamily protein
AT3G19120.1	Q9LJL8	3	canonical	23	49.41713580000007	-0.0757847533632287	8.318951988220217	PIF / Ping-Pong family of plant transposase
AT3G19130.1	RB47B	3	canonical	74	48.118254200000074	-0.7866666666666665	6.08344326019287	RNA-binding protein 47B
AT3G19150.1	KRP6	3	canonical	12	21.453940900000006	-0.7943877551020407	4.523099327087402	KIP-related protein 6
AT3G19170.1	PREP1	3	canonical	286	121.01326380000086	-0.32092592592592434	5.47884693145752	presequence protease 1
AT3G19180.1	CDP1	3	canonical	17	90.82176450000048	-0.20952380952380947	6.0336523056030265	plastid division protein
AT3G19184.1	Y3918	3	canonical	7	31.646843300000004	-1.0296028880866421	8.818324089050293	AP2/B3-like transcriptional factor family protein
AT3G19190.1	ATG2	3	canonical	51	203.01768110000035	-0.2813485589994553	5.253309822082519	autophagy 2
AT3G19200.1	Q9LJK8	3	canonical	3	15.98449329999999	-0.6531468531468536	6.415780830383301	hypothetical protein
AT3G19210.1	CHR25	3	canonical	10	101.85675140000056	-0.48329670329670255	5.736952781677247	DNA repair/recombination protein
AT3G19220.1	SCO2	3	canonical	12	20.842489100000005	-0.5288770053475937	8.052697563171385	protein disulfide isomerase
AT3G19230.1	F4JB46	3	canonical	23	57.2606457	-0.24277456647398873	8.963571357727051	Leucine-rich repeat (LRR) family protein
AT3G19240.1	Q9LJK5	3	canonical	60	72.28383970000033	-0.6515432098765409	5.488907432556151	Vacuolar import/degradation%2C Vid27-related protein
AT3G19260.1	LAG12	3	canonical	3	34.69842680000002	0.4124999999999997	7.03447322845459	LAG1 homologue 2
AT3G19280.1	FUT11	3	canonical	25	56.20455740000007	-0.28962075848303404	8.559547996520998	fucosyltransferase 11
AT3G19290.1	AI5L7	3	canonical	15	46.491558499999954	-0.7373549883990714	9.608513069152831	ABRE binding factor 4
